AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,POSITION,FREQ,DFGM,DFGA,DFG%,DD FG%,DIFF%,RA FGM,RA FGA,RA FG%,PAINT FGM,PAINT FGA,PAINT FG%,MID-RANGE FGM,MID-RANGE FGA,MID-RANGE FG%,LEFT CORNER 3 FGM,LEFT CORNER 3 FGA,LEFT CORNER 3 FG%,RIGHT CORNER 3 FGM,RIGHT CORNER 3 FGA,RIGHT CORNER 3 FG%,ABOVE THE BREAK 3 FGM,ABOVE THE BREAK 3 FGA,ABOVE THE BREAK 3 FG,OPP RA FGM,OPP RA FGA,OPP RA FG%,OPP PAINT FGM,OPP PAINT FGA,OPP PAINT FG%,OPP MID-RANGE FGM,OPP MID-RANGE FGA,OPP MID-RANGE FG%,OPP LEFT CORNER 3 FGM,OPP LEFT CORNER 3 FGA,OPP LEFT CORNER 3 FG%,OPP RIGHT CORNER 3 FGM,OPP RIGHT CORNER 3 FGA,OPP RIGHT CORNER 3 FG%,OPP ABOVE THE BREAK 3 FGM,OPP ABOVE THE BREAK 3 FGA,OPP ABOVE THE BREAK 3 FG%,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
34,82,53,29,34.2,7.3,2.5,6.4,39.6,1.8,4.7,37.7,0.5,0.7,69.5,1.5,4.4,5.8,1.2,0.8,1.6,0.5,3.1,21.6,3,0,3.0,F,100.00%,5.1,11.8,43.2,46.3,-3.1,0.5,1.1,49.4,0.2,0.5,34.2,0,0.1,33.3,0.5,1.4,33.9,0.9,2,43.2,0.5,1.3,34.9,14.1,21.9,64.7,3,7.8,38,2,4.8,42,1.7,3.9,43.5,3.5,9.7,36.6,4,12,33.7,26.0,74.0,20.3,1.3,72.9,14.1,6.8,18.6,19.0,70.5,29.5,100.0,0.0,91.3,8.7
22,6,5,1,8.5,3.2,1.3,3.5,38.1,0.3,1.3,25.0,0.2,0.3,50.0,1.0,1.8,2.8,0.8,0.0,0.3,0.0,0.3,8.8,1,0,4.2,G-F,100.00%,3.0,4.0,75.0,49.9,25.1,1.5,1.8,85.7,0,0.8,0,0,0.5,0,0,0,0,0.5,1,50,0.2,1.2,16.7,4.8,8.3,57.6,0.4,1.8,22.2,0.7,2.3,28.6,0.5,2.8,18.2,2,6,33.3,1.8,5.4,33.3,61.9,38.1,63.2,0.0,31.6,15.8,5.3,10.5,63.2,0.0,100.0,100.0,0.0,25.0,75.0
25,80,57,23,31.8,16.9,6.5,11.8,54.9,1.0,2.7,36.9,3.0,3.8,78.5,1.6,5.3,6.9,3.1,1.9,0.9,0.7,3.0,32.6,18,0,7.4,F,100.00%,4.8,12.0,39.7,45.9,-6.3,4,5.7,70.6,1.2,2.8,42.7,0.3,0.6,43.8,0.4,1,43.8,0.3,0.9,39.1,0.2,0.8,27,12,20.5,58.7,2.1,5.9,35.4,2.2,5.1,44.1,2,4.9,40.2,3.4,9.4,36.2,4.2,12.9,32.2,77.4,22.6,65.0,3.1,17.5,22.3,17.5,18.5,61.9,49.3,50.7,97.5,2.5,56.6,43.4
26,61,43,18,20.7,6.9,2.7,5.7,46.6,1.1,3.3,33.0,0.5,0.7,72.5,1.0,3.2,4.2,2.0,0.5,0.5,0.4,1.3,17.3,1,0,1.9,G,100.00%,3.7,8.8,41.9,43.9,-1.9,1.4,1.9,70.3,0.1,0.4,36.4,0.1,0.2,60,0.1,0.4,33.3,0.1,0.3,31.3,0.9,2.7,33.1,6.6,11.7,56.4,1.4,3.3,40.9,1.7,4.2,41.5,1.6,3.9,39.8,2.4,6,39.4,3.8,10.7,35.2,42.9,57.1,46.1,2.9,47.0,12.8,6.9,9.7,43.2,75.3,24.7,93.9,6.1,82.8,17.2
30,78,48,30,27.4,7.6,2.5,6.1,40.7,1.4,3.6,39.7,1.2,1.6,78.0,1.0,4.0,5.0,3.8,1.1,0.9,0.6,3.4,22.5,6,0,1.9,G,100.00%,4.3,9.9,43.4,44.9,-1.4,0.7,1.4,48.1,0.3,1,35.5,0,0.1,27.3,0.1,0.4,40.7,0.3,0.4,57.6,1.1,2.8,37.1,11.3,18.7,60.1,2,5.3,38.2,1.7,4.2,40.1,1.8,4.7,38,2.5,6.9,35.6,3.8,10.9,34.9,40.9,59.1,27.5,1.0,56.4,14.8,16.1,14.9,26.5,35.4,64.6,87.5,12.5,65.5,34.5
23,29,17,12,13.7,2.6,0.9,2.2,41.3,0.3,1.0,32.1,0.4,0.5,86.7,0.2,1.4,1.7,1.0,0.6,0.8,0.1,1.3,8.0,0,0,-2.1,G,100.00%,1.9,4.0,48.5,42.6,6.0,0.5,0.9,58.3,0.1,0.3,25,0,0.1,25,0.3,0.4,66.7,0,0.1,33.3,0.1,0.5,13.3,6.2,9.7,63.8,1,2.5,38.6,1,2.2,45.8,0.5,1.6,34.1,1.7,4.3,40.3,1.4,4.7,29.9,55.6,44.4,45.9,2.7,36.5,27.0,17.6,9.5,43.2,47.1,52.9,100.0,0.0,65.4,34.6
30,63,40,23,13.7,3.6,1.3,3.5,37.4,0.7,2.2,33.6,0.3,0.5,63.3,0.7,1.7,2.3,0.5,0.3,0.3,0.2,0.7,8.2,0,0,-1.7,F,100.00%,2.9,6.1,47.1,46.6,0.6,0.3,0.6,52.6,0.2,0.4,38.5,0.1,0.3,36.8,0.1,0.3,41.2,0.2,0.6,26.7,0.5,1.4,33.7,6.4,10.4,61.6,0.9,2.3,40.6,0.8,2,36.8,0.6,1.8,35.2,1.6,4.6,35.1,1.7,4.6,36.2,37.4,62.6,31.4,5.2,60.3,14.4,8.3,19.2,26.2,72.2,27.8,100.0,0.0,87.8,12.2
30,82,48,34,23.3,9.9,3.4,8.1,42.5,1.9,4.9,39.4,1.1,1.3,85.4,0.3,1.9,2.2,3.0,1.1,0.6,0.1,1.6,18.1,0,0,2.5,G,100.00%,3.6,7.8,45.8,43.7,2.1,0.8,1.2,63.4,0.2,0.3,50,0.5,1.6,34.4,0.3,0.6,48.9,0.3,0.6,45.7,1.4,3.8,37.3,9.1,14.3,63.4,2.1,5,41.2,1.5,3.4,44.3,1.6,4,39.5,2.7,6.9,38.6,3.4,10.1,33.5,39.1,60.9,30.3,11.1,58.8,14.3,10.9,16.2,19.2,40.7,59.3,75.5,24.5,60.3,39.7
38,30,17,13,12.0,3.9,1.4,3.1,44.7,0.2,0.4,46.2,0.9,1.3,70.0,0.7,3.8,4.6,1.7,0.5,0.2,0.5,1.0,13.5,1,0,-1.1,C-F,100.00%,3.0,5.9,50.6,49.4,1.2,0.6,1.2,52.8,0.3,0.8,37.5,0.3,0.7,38.1,0,0.1,0,0,0,0,0.2,0.3,60,4.2,6.8,61,1.3,2.3,58.2,1,2.6,38.5,1.1,2.9,38.8,1.5,3.7,41.8,1.9,4.7,39.4,86.2,13.8,61.0,13.6,15.3,4.2,23.7,9.3,47.5,66.7,33.3,100.0,0.0,71.4,28.6
29,77,46,31,36.9,28.0,9.2,21.0,43.8,3.8,9.8,38.6,5.9,7.0,83.9,1.4,6.8,8.2,4.1,2.7,2.2,0.4,2.8,49.3,24,1,6.4,F,100.00%,5.5,12.4,44.6,45.5,-1.0,2.9,4.9,59.4,0.8,2.2,37.1,1.7,4.1,41.5,0.2,0.6,40.4,0.4,0.8,44.6,3.1,8.3,38,14.9,25.4,58.8,2.3,5.8,39.8,2.2,5.2,41.4,1.8,4.4,42.3,4.6,12.9,35.4,4.6,13.1,35.1,53.1,46.9,38.4,12.0,40.6,15.9,21.0,17.4,26.4,31.1,68.9,67.1,32.9,46.0,54.0
34,70,49,21,27.1,12.6,4.6,9.5,48.4,0.8,2.3,36.5,2.6,3.6,72.7,2.2,5.0,7.2,2.0,1.4,1.2,0.8,2.6,28.8,14,0,4.9,F,100.00%,5.8,12.6,46.5,47.1,-0.5,2.4,3.9,61.9,0.9,2.2,40.4,0.5,1.1,42.5,0.1,0.2,26.7,0.2,0.3,55,0.6,1.8,34.1,11.3,18.1,62.4,1.9,4.5,40.9,1.5,3.5,44.2,1.1,3,37.3,3.7,10.4,35.2,2.5,8.3,30,76.1,23.9,59.8,7.7,19.7,7.6,20.5,14.6,52.1,56.4,43.6,100.0,0.0,64.3,35.7
28,10,2,8,12.3,1.7,0.4,1.8,22.2,0.2,1.5,13.3,0.7,1.0,70.0,0.3,2.2,2.5,0.8,0.4,0.1,0.4,2.4,7.0,0,0,0.4,F,100.00%,2.4,5.4,44.9,46.2,-1.3,0.2,0.2,100,0,0.1,0,0,0,0,0,0.2,0,0.2,0.5,33.3,0.1,1,10,3.9,8.2,47.6,0.6,1.7,35.3,0.6,1.5,40,1,1.9,52.6,2.1,4.7,44.7,0.8,3.7,21.6,16.7,83.3,23.5,0.0,35.3,0.0,41.2,0.0,23.5,100.0,0.0,100.0,0.0,100.0,0.0
31,53,29,24,5.5,1.8,0.5,1.1,50.0,0.1,0.3,33.3,0.6,0.8,81.0,0.2,0.7,0.9,0.5,0.2,0.2,0.0,0.5,4.0,0,0,-0.3,F,100.00%,1.0,2.6,37.9,44.3,-6.4,0.4,0.6,63,0.1,0.2,44.4,0,0.1,50,0.1,0.2,40,0,0.2,25,0.1,0.2,33.3,2.7,4,66.5,0.4,1.2,31.4,0.4,0.8,53.1,0.4,1,43.6,0.7,2.1,33.3,0.9,3,28.4,69.0,31.0,46.9,4.1,18.4,14.3,34.7,17.3,42.9,65.2,34.8,100.0,0.0,72.4,27.6
26,74,49,25,14.3,6.9,2.8,5.9,46.5,1.1,2.7,40.5,0.3,0.4,76.9,0.3,1.8,2.1,1.6,0.7,0.3,0.0,1.2,12.0,0,0,-1.8,G,100.00%,2.5,5.0,50.6,43.6,7.0,0.6,1.1,54.9,0.3,0.7,44.2,0.8,1.4,52.4,0.3,0.4,56,0.1,0.3,27.8,0.9,2.2,39.7,5.8,9.1,64.3,1.2,3.4,34.2,1,2.3,43.2,1,2.4,41,1.5,3.7,40,2.3,6.3,36.8,54.4,45.6,48.3,21.6,47.7,18.5,3.9,12.4,26.7,40.7,59.3,81.5,18.5,56.9,43.1
25,1,1,0,25.7,17.0,6.0,13.0,46.2,4.0,10.0,40.0,1.0,2.0,50.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,3.0,28.1,0,0,28.0,G,100.00%,3.0,9.0,33.3,45.6,-12.3,1,2,50,0,0,0,1,1,100,0,0,0,0,0,0,4,10,40,7,20,35,0,4,0,0,3,0,0,4,0,4,6,66.7,4,16,25,23.1,76.9,23.5,11.8,70.6,11.8,5.9,29.4,11.8,50.0,50.0,75.0,25.0,66.7,33.3
33,46,19,27,29.8,9.2,3.8,9.4,40.5,1.1,3.1,35.9,0.5,0.8,63.9,0.7,4.5,5.3,8.0,2.8,1.2,0.2,2.2,28.9,14,1,-5.3,G,100.00%,4.7,9.6,48.9,45.0,3.9,1.9,3.8,49.7,0.5,1.5,31.3,0.3,1,32.6,0,0.2,10,0.1,0.3,35.7,1,2.5,38.5,14,22.5,62,1.7,4.5,38.3,1.6,3.9,42.1,1.3,3.8,34.9,3.1,8.3,37.1,5.2,14.3,36.1,67.1,32.9,58.5,7.1,36.1,10.6,5.4,17.9,51.4,16.9,83.1,47.1,52.9,25.7,74.3
27,37,26,11,12.8,5.3,2.0,4.4,46.0,0.5,1.6,33.3,0.8,0.9,84.8,0.2,1.5,1.7,2.5,0.9,0.4,0.1,1.3,11.6,0,0,4.7,G,100.00%,2.3,4.9,46.6,43.7,2.9,1,1.5,63.6,0.4,0.9,44.1,0.1,0.3,33.3,0.1,0.3,33.3,0.2,0.4,35.7,0.3,1,32.4,5,8.7,57.3,1.3,3.7,36.1,1.3,2.6,49.4,0.6,1.5,41.7,1.1,3.9,29.2,1.2,3.7,31.4,62.7,37.3,55.1,4.1,30.6,12.2,14.3,20.9,51.0,27.8,72.2,80.0,20.0,41.9,58.1
21,10,3,7,12.0,3.7,1.3,3.9,33.3,0.3,1.2,25.0,0.8,1.2,66.7,1.1,1.5,2.6,1.3,0.8,0.1,0.0,0.7,8.3,0,0,-1.3,G,100.00%,3.0,6.4,46.7,45.4,1.3,0.8,1.9,42.1,0.2,0.8,25,0,0,0,0.1,0.3,50,0.2,0.3,50,0.1,0.9,12.5,4.5,7.9,57,1.1,2.3,50,1.4,2.6,52.4,0.9,1.6,53.8,2.3,4.8,47.4,1.9,5.8,32.7,69.2,30.8,54.1,0.0,24.3,24.3,21.6,18.9,54.1,70.0,30.0,100.0,0.0,76.9,23.1
22,14,3,11,10.5,3.9,1.8,3.4,53.2,0.0,0.2,0.0,0.3,0.9,33.3,1.1,2.4,3.4,0.4,0.6,0.6,0.6,1.6,11.5,1,0,-1.5,F,100.00%,2.9,5.6,52.6,48.7,3.8,1.3,2.1,60,0.5,0.9,50,0.1,0.2,50,0,0,0,0,0.1,0,0,0.1,0,3.6,6.1,58.1,1,2.5,40.6,0.8,2,37.5,0.3,1.3,21.4,1.6,4.1,38.8,1.7,4.7,36.4,93.6,6.4,92.6,3.7,0.0,22.2,7.4,18.5,88.9,64.0,36.0,0.0,0.0,64.0,36.0
35,33,19,14,11.5,4.3,1.7,4.1,40.7,0.6,1.8,32.8,0.4,0.4,92.3,0.1,0.9,1.0,1.6,0.4,0.3,0.2,0.9,8.9,0,0,0.5,G,100.00%,2.0,4.5,45.0,44.3,0.7,0.3,0.6,55.6,0.3,0.8,45.8,0.4,1,43.8,0,0.2,20,0.1,0.2,50,0.5,1.5,32.7,4.9,8.4,58.5,0.8,1.8,40.7,0.8,1.8,47.3,0.5,1.7,29.4,1.2,3.6,32.4,1.1,4.1,26.7,54.8,45.2,49.3,19.7,42.3,16.9,8.5,18.3,29.6,8.6,91.4,90.0,10.0,38.2,61.8
28,63,27,36,29.8,11.3,3.9,9.4,41.2,2.3,6.2,37.7,1.2,1.3,85.9,0.3,2.4,2.7,2.0,1.0,0.6,0.2,1.7,19.1,0,0,-0.8,G-F,100.00%,4.3,9.0,48.1,45.4,2.7,0.7,1.3,59.5,0.1,0.7,20,0.7,1.2,53.2,0.5,1.1,42.4,0.2,0.6,38.5,1.7,4.6,36.5,12.7,19.6,64.8,2.5,5.9,43.1,1.8,4,45.3,1.9,4.4,43.9,2.6,7,37.2,4.2,12.5,33.8,33.8,66.2,27.3,11.5,62.4,9.0,10.3,12.2,15.8,79.4,20.6,95.3,4.7,89.0,11.0
29,82,41,41,27.9,15.4,5.4,12.8,42.1,2.1,5.7,36.9,2.5,2.9,86.4,0.5,2.1,2.6,4.2,1.8,0.7,0.1,2.5,25.4,0,0,0.5,G,100.00%,4.5,9.1,49.5,45.0,4.5,1.2,2.3,52.7,1.2,2.7,43.4,0.9,2.1,42.9,0.3,0.6,45.7,0.2,0.5,34.2,1.7,4.7,36.6,11.2,17.4,64.2,2.3,5.5,41.6,1.6,3.9,41.7,1.6,4,41,2.7,7,38.9,3.6,10.9,33.1,55.0,45.0,42.4,11.6,41.4,9.0,16.2,14.0,30.8,18.7,81.3,79.3,20.7,42.6,57.4
25,70,16,54,16.9,8.2,3.2,5.2,60.8,0.0,0.0,0.0,1.8,2.5,73.1,1.6,3.1,4.7,0.9,0.7,0.6,1.1,2.8,19.6,5,0,-2.5,F-C,100.00%,3.9,8.8,44.8,48.2,-3.4,2.6,3.6,71.9,0.6,1.5,39.4,0,0.2,16.7,0,0,0,0,0,0,0,0,0,6.9,11.8,58.4,1,2.7,37.5,1,2.4,43,0.8,2.2,36.3,1.8,4.2,43.2,2.4,6.7,35.7,100.0,0.0,77.6,0.7,0.0,7.0,22.4,17.0,76.9,77.0,23.0,0.0,0.0,77.0,23.0
28,68,40,28,27.9,12.7,4.3,10.7,40.4,1.2,3.7,31.1,2.9,3.4,85.5,0.5,3.1,3.6,6.1,2.6,1.3,0.1,2.6,28.0,7,0,3.7,G,100.00%,4.9,10.1,48.8,44.5,4.3,1.6,2.9,56.1,0.5,1.4,35.7,1,2.7,38.8,0.3,0.8,37.7,0.1,0.4,33.3,0.8,2.6,29.1,9.6,16.6,57.6,2.6,6,43.6,2.1,5.3,39.6,2.1,4.8,44.6,3.3,8.7,37.3,3.4,9,37.8,65.2,34.8,50.0,16.4,27.4,10.2,22.6,14.8,33.6,38.9,61.1,87.3,12.7,51.9,48.1
28,35,20,15,34.4,13.3,4.5,10.3,43.1,2.4,6.4,37.8,1.9,2.5,76.4,0.8,4.7,5.5,1.3,1.3,2.1,1.3,3.6,30.9,2,0,1.8,F,100.00%,5.5,12.7,43.7,45.3,-1.6,1.3,2,66.2,0.3,0.9,33.3,0.4,1.1,40.5,0.1,0.4,30.8,0.3,0.5,52.9,2,5.5,36.6,13,22.4,58.1,2.2,6.9,32,1.7,4.6,37.5,2.2,5.2,42,4.2,10.6,39.8,5.2,14.2,36.5,37.8,62.2,30.5,6.0,54.8,22.8,14.6,21.1,24.5,74.6,25.4,94.1,5.9,85.3,14.7
21,32,18,14,8.8,2.5,1.1,1.6,70.6,0.0,0.0,0.0,0.3,0.5,60.0,0.8,1.7,2.5,0.2,0.3,0.3,1.3,1.1,10.2,0,0,-1.6,C-F,100.00%,2.4,5.4,43.7,46.8,-3.1,1.3,1.6,76.1,0,0,0,0,0.1,25,0,0,0,0,0,0,0,0,0,3.9,7.3,53.3,0.7,2.3,29.5,0.3,1.1,25.9,0.5,1.2,38.7,1.4,3.6,38.9,1.3,3.9,33.1,100.0,0.0,88.9,2.5,0.0,12.3,11.1,27.2,86.4,86.1,13.9,0.0,0.0,86.1,13.9
31,74,20,54,21.7,9.5,4.1,7.2,56.8,0.1,0.4,22.6,1.2,1.7,72.4,1.9,2.0,3.9,1.2,1.3,0.1,1.1,1.7,18.3,2,0,-1.9,C,100.00%,5.2,11.6,44.8,48.3,-3.5,2.2,3.2,68.6,1.6,2.9,54.9,0.2,0.7,30.8,0,0,0,0,0,0,0.1,0.4,23.3,8.6,14.1,61.3,1.8,4,44.5,1.4,3.3,42.6,1.6,3.7,42.7,2.6,6.8,37.9,3.1,9.4,33.5,94.2,5.8,84.4,4.5,3.0,0.9,12.6,7.7,79.8,56.9,43.1,100.0,0.0,57.9,42.1
21,63,36,27,20.5,8.5,3.2,7.1,45.0,0.9,2.9,31.5,1.1,1.5,78.3,0.9,3.0,3.9,0.8,1.2,0.7,0.4,2.3,16.3,2,0,0.0,F,100.00%,3.7,8.1,46.1,45.8,0.3,2.1,3.4,60.7,0.1,0.6,25,0.1,0.3,37.5,0.2,0.4,40,0.1,0.4,31.6,0.7,2.1,30.4,8.6,14.6,58.8,1.7,3.9,43.1,1.5,3.7,40.7,1.5,3.7,41.7,1.8,5.5,32.8,3.3,8.8,37.5,59.0,41.0,53.9,1.9,32.6,12.0,13.5,15.9,52.1,59.0,41.0,91.4,8.6,68.3,31.7
26,72,29,43,26.3,11.2,4.1,9.3,43.5,1.2,3.3,35.6,1.9,2.2,88.4,0.3,1.8,2.2,1.8,0.8,0.8,0.2,2.0,18.6,0,0,-3.8,G,100.00%,3.3,7.2,45.3,44.6,0.7,0.8,1.3,61.5,0.9,2,43.4,1.2,2.7,44.6,0.2,0.6,33.3,0.2,0.4,50,0.8,2.3,33.5,11.2,17.7,63.2,1.8,4.2,42.8,1.7,4.1,41.8,1.7,4,42.8,2.6,6.9,36.9,3.8,10.2,36.9,64.8,35.2,51.7,21.4,31.3,8.9,17.0,13.0,30.3,40.4,59.6,71.4,28.6,49.3,50.7
27,66,31,35,23.5,7.6,2.8,7.0,40.3,1.2,3.4,35.1,0.8,1.1,72.2,0.9,2.7,3.6,1.7,1.0,0.5,0.2,1.7,15.7,2,0,-0.6,F-G,100.00%,4.0,8.6,46.4,44.8,1.6,0.9,1.6,57.3,0.6,1.7,36.6,0.1,0.3,33.3,0.2,0.7,35,0.3,0.7,35.6,0.7,2.1,35.3,8.2,15.1,54,1.8,4.4,40.3,1.4,3.3,42.1,1.5,4,37.1,2.9,7.5,38.4,3.4,9.1,37.5,51.2,48.8,42.5,2.8,47.1,9.9,10.3,12.1,39.8,43.0,57.0,93.7,6.3,64.5,35.5
26,15,4,11,10.1,0.9,0.3,1.3,20.0,0.1,0.9,7.7,0.3,0.4,83.3,0.1,0.7,0.7,1.0,0.3,0.4,0.1,1.2,4.4,0,0,-1.3,G,100.00%,1.2,3.3,37.2,43.1,-5.9,0.1,0.4,40,0,0,0,0.1,0.1,50,0,0.4,0,0,0.3,0,0.1,0.6,12.5,4.9,7.3,66.7,0.9,1.6,52.2,0.5,1.5,31.8,0.5,1.6,28.6,0.8,2.5,33.3,1,4,25,35.0,65.0,42.9,14.3,21.4,14.3,35.7,21.4,28.6,33.3,66.7,100.0,0.0,50.0,50.0
24,59,27,32,20.9,8.9,3.4,8.3,41.1,0.2,0.8,18.4,2.0,3.1,64.5,1.4,3.8,5.3,1.6,1.2,0.7,0.5,1.8,20.1,4,0,-0.2,F,100.00%,4.2,8.7,48.0,46.7,1.3,2.4,4.6,52,0.6,2.1,31.4,0.2,0.8,26.1,0.1,0.4,26.1,0,0.2,16.7,0,0.2,7.1,8.4,13.6,61.9,1.7,4.1,42.6,1.7,3.7,46.2,1.3,3.6,35,2.1,6.4,32.5,2.7,7.7,35.8,89.9,10.1,72.5,4.6,5.1,11.8,22.4,15.6,67.9,71.2,28.8,100.0,0.0,72.5,27.5
26,82,50,32,20.4,5.2,2.0,4.2,47.5,0.8,2.1,38.6,0.4,0.5,76.2,0.3,3.2,3.5,1.5,0.9,0.7,0.3,2.1,13.6,1,0,2.1,F,100.00%,3.2,7.0,45.1,44.8,0.3,1,1.5,66.9,0.1,0.4,26.7,0,0.1,20,0.2,0.5,41,0.2,0.5,39,0.4,1.1,39.6,7,12.5,56.1,2.1,4.8,44,1.5,4,38.9,1.5,3.2,45.6,2,6.1,33.2,2.1,6.3,34.2,48.7,51.3,44.6,0.9,47.9,22.3,7.5,20.4,43.7,74.7,25.3,98.5,1.5,84.7,15.3
32,69,42,27,26.7,13.7,5.4,10.8,50.4,1.1,2.7,40.2,1.7,2.1,81.6,0.9,5.9,6.8,2.6,1.7,0.8,0.5,2.3,28.0,9,0,2.3,F,100.00%,3.7,8.6,42.9,46.0,-3.1,1.6,2.5,63,1.2,2.6,46.7,1.6,3,52.2,0.2,0.3,52.2,0.3,0.6,44.7,0.7,1.8,37.2,9.5,15.4,61.3,2.2,5.6,39.8,2.2,4.6,47,1.8,4.6,39.3,2.8,7.2,38.9,3.8,11.3,33.3,75.3,24.7,63.8,23.0,23.5,7.0,12.7,15.3,40.8,39.4,60.6,89.2,10.8,49.2,50.8
27,81,50,31,31.8,15.9,5.9,8.8,66.9,0.0,0.0,0.0,4.1,6.4,63.6,3.8,9.0,12.9,2.0,1.6,0.8,2.3,2.9,42.0,66,0,4.7,C,100.00%,8.0,17.8,45.0,48.9,-3.9,5.5,7.7,71.7,0.3,0.9,34.7,0,0.1,9.1,0,0,0,0,0,0,0,0,0,10.8,18.9,57.4,3,7.2,42.6,2.5,6.5,38.9,2.5,5.6,44.5,3.6,9.9,35.8,3.7,9.9,37.2,100.0,0.0,74.1,0.2,0.0,3.3,25.9,14.5,74.0,73.5,26.5,0.0,0.0,73.5,26.5
30,73,44,29,36.0,22.9,8.6,20.2,42.8,1.6,5.6,29.0,4.1,6.2,65.6,1.5,9.6,11.1,10.7,4.5,1.9,0.5,3.4,55.1,57,34,4.0,G,100.00%,4.2,9.3,45.3,45.2,0.1,4.8,7.6,63.1,0.7,2.1,31.6,1.5,4.9,31.8,0.2,0.5,34.3,0.1,0.2,43.8,1.4,4.9,27.9,15.1,25.2,59.9,2.3,5.9,38.8,2.1,4.9,42.9,1.9,4.5,41.7,4.6,12.6,36.9,5,13.2,37.8,72.1,27.9,61.0,13.5,21.3,22.5,17.7,19.7,47.5,17.0,83.0,61.3,38.7,25.4,74.6
31,25,7,18,12.9,2.5,0.8,2.8,30.4,0.4,1.6,22.5,0.5,0.6,75.0,0.7,1.4,2.2,0.8,0.6,0.2,0.0,1.0,6.3,0,0,-2.9,F,100.00%,2.5,5.0,50.5,46.1,4.4,0.3,0.6,50,0,0,0,0.2,0.6,35.7,0,0.2,0,0.1,0.2,25,0.3,1.3,25,5.8,9.1,63.9,1,2.6,36.5,0.7,1.4,48.5,0.4,1.4,30.3,1.5,4.4,33.3,1.6,5.2,30.4,42.0,58.0,38.1,15.9,42.9,11.1,19.0,17.5,22.2,50.0,50.0,100.0,0.0,71.4,28.6
25,81,22,59,24.2,6.7,2.3,5.2,44.7,1.0,2.7,37.3,1.1,1.3,87.3,0.3,2.4,2.7,3.3,0.8,0.8,0.0,2.1,16.7,0,0,-3.1,G,100.00%,3.6,7.9,45.4,44.5,0.9,0.6,1,57,0.5,1,53,0.2,0.5,43.6,0.1,0.3,33.3,0.2,0.3,53.8,0.7,2,35.4,10,15.9,62.8,1.6,3.7,41.7,1.3,3.2,41,1.6,3.3,47.2,3.1,7.8,39.6,3.4,9.9,34.1,48.1,51.9,39.0,6.3,44.7,7.7,16.4,12.9,32.7,26.4,73.6,86.4,13.6,52.4,47.6
28,42,15,27,10.8,4.0,1.4,3.0,45.2,0.9,2.2,40.9,0.4,0.5,78.9,0.2,1.3,1.5,0.5,0.4,0.1,0.1,0.8,6.9,0,0,1.7,G-F,100.00%,1.9,4.1,45.5,44.0,1.5,0.3,0.5,66.7,0.1,0.1,40,0.1,0.2,42.9,0.3,0.5,53.3,0.3,0.5,53.3,0.6,1.6,35.5,4.3,7,61.8,0.9,2.5,35.7,0.6,1.3,45.8,0.7,2.3,32.1,1.6,3.9,40.7,1.2,4.6,25.1,26.2,73.8,22.8,3.6,68.3,10.8,9.0,12.0,19.2,78.9,21.1,97.4,2.6,91.2,8.8
33,36,13,23,11.1,3.9,1.5,3.1,49.1,0.3,0.9,32.4,0.6,0.9,62.5,1.0,2.6,3.6,1.0,0.6,0.3,0.7,1.5,12.2,1,0,-1.4,C,100.00%,3.2,6.5,49.1,47.9,1.2,1.1,1.6,64.9,0.2,0.5,43.8,0,0.1,0,0,0,0,0.1,0.1,66.7,0.3,0.8,30,4.2,7.5,56.1,1.5,2.8,52.1,0.5,1,52.8,0.9,2.2,40,1.4,3.8,36,1.5,4.5,32.5,69.6,30.4,62.4,0.0,23.4,7.1,14.2,10.6,62.4,72.7,27.3,100.0,0.0,78.2,21.8
25,47,14,33,16.8,6.1,2.6,5.4,46.9,0.4,1.3,30.6,0.6,1.0,60.9,1.1,2.0,3.1,1.0,0.5,0.8,0.1,1.0,13.7,0,0,-1.9,F,100.00%,2.9,5.9,48.8,45.5,3.3,2,3.1,64.1,0.1,0.6,13.8,0.1,0.5,26.1,0.1,0.3,27.3,0.1,0.1,66.7,0.3,1,26.7,8,12,66.6,0.9,2.5,36.2,1,2.4,42,0.9,2.4,38.7,1.7,4.2,41,2.6,6.9,38,75.8,24.2,70.4,4.2,19.9,19.2,9.8,25.8,66.2,72.3,27.7,94.7,5.3,75.8,24.2
29,4,3,1,4.8,2.5,1.0,1.5,66.7,0.3,0.3,100.0,0.3,0.3,100.0,0.0,0.0,0.0,0.8,0.0,0.3,0.0,0.5,4.4,0,0,0.0,G,100.00%,0.5,2.0,25.0,42.8,-17.8,0.8,1,75,0,0,0,0,0.3,0,0,0,0,-,-,-,0.3,0.3,100,1.5,2.5,60,0.5,2,25,0,0,0,0.3,1,33.3,1.5,3,50,1,2.3,42.9,83.3,16.7,60.0,0.0,30.0,40.0,10.0,20.0,60.0,33.3,66.7,0.0,100.0,25.0,75.0
