AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,POSITION,FREQ,DFGM,DFGA,DFG%,DD FG%,DIFF%,RA FGM,RA FGA,RA FG%,PAINT FGM,PAINT FGA,PAINT FG%,MID-RANGE FGM,MID-RANGE FGA,MID-RANGE FG%,LEFT CORNER 3 FGM,LEFT CORNER 3 FGA,LEFT CORNER 3 FG%,RIGHT CORNER 3 FGM,RIGHT CORNER 3 FGA,RIGHT CORNER 3 FG%,ABOVE THE BREAK 3 FGM,ABOVE THE BREAK 3 FGA,ABOVE THE BREAK 3 FG,OPP RA FGM,OPP RA FGA,OPP RA FG%,OPP PAINT FGM,OPP PAINT FGA,OPP PAINT FG%,OPP MID-RANGE FGM,OPP MID-RANGE FGA,OPP MID-RANGE FG%,OPP LEFT CORNER 3 FGM,OPP LEFT CORNER 3 FGA,OPP LEFT CORNER 3 FG%,OPP RIGHT CORNER 3 FGM,OPP RIGHT CORNER 3 FGA,OPP RIGHT CORNER 3 FG%,OPP ABOVE THE BREAK 3 FGM,OPP ABOVE THE BREAK 3 FGA,OPP ABOVE THE BREAK 3 FG%,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
27,44,20,24,25.9,12.0,4.5,10.9,41.4,2.5,6.6,37.7,0.5,1.0,50.0,0.2,2.5,2.6,2.8,1.5,0.7,0.2,1.6,20.4,0,0,-0.9,G,100.00%,3.9,8.6,45.4,44.7,0.7,1.5,2.8,52.8,0.1,0.4,31.6,0.4,1.1,38.3,0.6,1.3,49.1,0.2,0.8,32.3,1.6,4.6,35.6,8.4,14.2,58.9,1.8,4.5,40.4,1.6,4.1,38.7,1.6,3.5,46.4,3.4,8.7,38.9,3.6,10.3,35,39.5,60.5,33.8,6.8,62.0,7.6,4.2,9.9,26.9,28.1,71.9,82.6,17.4,58.1,41.9
41,51,17,34,15.6,7.3,2.6,7.4,35.9,1.3,4.0,31.2,0.8,1.0,78.0,0.1,3.0,3.1,0.7,0.4,0.2,0.4,1.5,13.3,1,0,-1.3,F,100.00%,3.6,6.6,54.1,47.4,6.6,0.1,0.1,60,0.3,0.5,48.1,1.1,2.7,39.6,0,0.1,20,0.1,0.3,37.5,1.1,3.6,31.1,6,9.1,66.3,1.1,2.8,38.3,0.9,2.4,36.6,1,2.5,41.5,2.1,5.9,36.5,2.1,6.4,33.4,45.5,54.5,38.1,29.5,51.5,4.6,10.5,7.8,8.6,81.7,18.3,100.0,0.0,90.4,9.6
23,74,43,31,24.8,14.1,5.6,9.5,59.0,0.1,0.2,52.9,2.8,3.9,71.5,2.5,6.8,9.3,2.9,2.2,0.6,0.4,3.2,30.6,30,0,2.6,F,100.00%,4.9,10.1,48.3,47.3,1.0,3.8,5.3,71.2,1,2.2,46.9,0.7,1.7,38,0,0,50,0,0,0,0.1,0.2,57.1,9.2,14.7,62.6,1.7,4.3,39.4,1.3,3.3,39.8,1.5,3.8,40.1,2.1,6,34.6,3.9,11.2,34.9,97.6,2.4,77.5,9.4,2.6,4.7,19.9,15.1,68.1,65.6,34.4,100.0,0.0,66.3,33.7
28,3,3,0,4.3,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.3,1.0,0.3,1.0,0.0,0.3,2.0,3.7,0,0,-5.3,F-C,100.00%,1.0,2.0,50.0,39.0,11.0,0.3,0.7,50,0.7,1,66.7,0,0.3,0,0,0,0,-,-,-,0,0,0,1.3,2.3,57.1,0,0.3,0,0.3,0.3,100,0.7,1,66.7,1,1.5,66.7,0.7,3,22.2,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0
22,77,49,28,33.7,23.8,8.6,19.9,43.2,2.4,6.7,36.2,4.1,5.1,80.6,0.8,3.3,4.1,4.2,2.8,1.4,0.4,2.7,37.5,1,0,4.8,G,100.00%,3.9,8.6,45.3,44.2,1.1,3.1,5.3,59,1.9,5.1,37.6,1.1,2.7,40,0.2,0.5,38.9,0.2,0.4,38.2,2.1,5.8,36,11.8,20.5,57.5,3.3,7.5,43.8,2.6,6.7,38.9,2.6,5.9,44.2,3.7,10.4,35.2,3.8,10.4,36.4,66.1,33.9,51.7,9.2,30.8,9.7,17.4,13.9,42.5,23.7,76.3,58.0,42.0,33.4,66.6
22,27,20,7,15.2,4.9,1.9,4.6,40.3,0.8,3.1,26.5,0.3,0.4,75.0,0.6,1.8,2.4,1.1,0.7,0.5,0.2,1.4,10.9,0,0,4.0,G,100.00%,2.4,6.0,39.7,43.9,-4.2,1,1.2,78.8,0,0.2,20,0,0.1,33.3,0.1,0.4,33.3,0.1,0.3,25,0.6,2.4,25.8,4.7,8.5,55.2,0.9,2.3,38.7,1.4,3.2,45.3,1.6,3.3,47.1,1.4,4.2,34.6,2.6,8.1,32.1,33.1,66.9,42.7,1.5,50.4,28.2,6.9,16.0,41.2,67.9,32.1,90.9,9.1,78.0,22.0
24,3,2,1,0.8,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.7,F,100.00%,0.5,1.5,33.3,46.6,-13.3,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,0,0.7,0,0,1,0,-,-,-,0,1,0,0,0,0,1,2,50,0.5,0.5,100,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,81,33,48,24.5,7.5,2.8,6.5,43.2,1.0,3.1,31.1,0.9,1.3,70.9,1.7,3.1,4.8,1.2,0.9,0.9,0.4,2.3,18.0,3,0,-1.1,F,100.00%,4.3,10.0,43.3,45.8,-2.4,1.6,2.6,61.6,0.1,0.4,29.4,0.1,0.4,30,0.1,0.5,27.5,0.2,0.7,35.2,0.6,1.9,31.6,9.3,15,62,1.9,4.9,39.5,1.6,3.7,42.4,1.6,3.8,43.6,2.8,7.8,36,3.3,9.9,33.5,51.9,48.1,49.0,3.0,39.0,16.8,12.0,15.3,46.1,59.1,40.9,96.2,3.8,71.9,28.1
27,77,43,34,17.4,7.3,2.7,5.5,49.1,1.1,2.7,40.8,0.9,1.0,83.5,0.2,1.2,1.4,0.9,0.5,0.2,0.1,1.4,10.8,0,0,1.7,F,100.00%,2.3,5.2,45.0,44.0,1.0,1.1,1.6,67.5,0.2,0.4,51.7,0.3,0.8,39.1,0.4,0.9,44.8,0.2,0.4,45.5,0.6,1.6,38.4,6.8,11,61.9,1.2,3.1,38.4,0.7,2.2,31.7,1.2,2.7,43.6,1.2,3.7,32.4,2.8,8.1,34,51.2,48.8,43.6,8.9,44.7,12.8,11.7,11.3,34.8,91.9,8.1,100.0,0.0,95.2,4.8
21,46,9,37,18.0,5.0,1.9,4.3,44.7,0.5,2.2,21.8,0.7,1.2,59.3,0.7,3.2,4.0,1.2,0.8,0.4,0.5,2.0,13.4,5,0,-3.5,F,100.00%,5.3,11.0,48.5,48.0,0.4,1.3,1.7,75.9,0.1,0.3,40,0,0,0,0.1,0.4,26.7,0.1,0.3,16.7,0.3,1.6,21.6,7.9,14,56.6,1.6,3.7,42.5,1,2.4,43,1,2.1,45.7,1.8,5,37.1,2.8,7,40.7,48.7,51.3,57.4,0.0,28.7,11.3,13.9,18.7,57.4,68.2,31.8,100.0,0.0,76.1,23.9
29,66,48,18,31.3,7.4,2.8,6.4,44.5,0.7,2.5,28.5,1.0,1.4,69.2,0.9,6.4,7.3,6.9,2.6,1.4,1.1,3.0,31.4,8,0,7.0,F,100.00%,6.0,14.3,42.3,46.3,-4.0,1.7,2.5,67.3,0.3,0.8,32.7,0.2,0.6,32.4,0,0.2,27.3,0.1,0.2,63.6,0.6,2.2,26.1,11,17.6,62.1,2.3,6.9,34.1,2.2,5.7,39.3,1.8,4.4,41.1,3.3,9.2,35.6,5,14.9,33.6,60.9,39.1,58.0,4.9,29.0,19.1,13.0,13.6,53.1,70.2,29.8,93.6,6.4,76.1,23.9
22,23,13,10,4.9,1.8,0.7,1.1,57.7,0.0,0.0,0.0,0.5,0.6,84.6,0.3,1.2,1.5,0.3,0.3,0.1,0.2,0.5,4.6,0,0,-0.9,F,100.00%,1.6,3.4,46.3,46.0,0.3,0.2,0.4,44.4,0.5,0.6,76.9,0,0.2,25,0,0,0,0,0,0,0,0,0,2.1,3.4,62.5,0.3,0.9,29.4,0.3,0.8,38.5,0.4,0.8,42.9,0.6,1.9,32.4,1,3.1,30.8,100.0,0.0,73.2,4.9,0.0,0.0,26.8,4.9,68.3,73.3,26.7,0.0,0.0,73.3,26.7
25,15,7,8,10.7,3.3,1.2,3.1,39.1,0.7,2.3,28.6,0.3,0.4,66.7,0.1,1.1,1.3,0.3,0.3,0.3,0.0,0.7,6.1,0,0,-2.2,F,100.00%,2.4,5.0,47.3,42.9,4.4,0.5,0.5,85.7,0,0,0,0.2,0.3,50,0,0.4,0,0.3,0.6,60,0.5,1.9,25.9,4.8,7.8,61.8,0.7,1.9,36.8,0.8,2.3,32.1,0.2,1.2,18.8,1.6,5,31.4,2.3,5.8,39.5,23.9,76.1,32.0,8.0,60.0,24.0,8.0,20.0,24.0,87.5,12.5,100.0,0.0,94.4,5.6
25,2,0,2,13.0,4.0,1.5,6.0,25.0,0.0,2.5,0.0,1.0,1.0,100.0,0.0,0.5,0.5,2.5,0.5,0.5,0.0,0.5,9.4,0,0,-5.0,G,100.00%,1.5,3.5,42.9,47.6,-4.7,1.5,2.5,60,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,7.5,12,62.5,0,0.5,0,1,2,50,0.5,2,25,2.5,5.5,45.5,1,3.5,28.6,58.3,41.7,75.0,0.0,0.0,25.0,25.0,25.0,75.0,100.0,0.0,0.0,0.0,100.0,0.0
23,43,20,23,17.6,7.3,2.8,6.0,47.5,0.9,2.0,43.7,0.8,1.1,73.9,0.2,1.9,2.1,1.1,0.4,0.3,0.1,1.7,12.2,0,0,-0.5,G-F,100.00%,3.1,6.5,47.8,45.7,2.1,1.4,2,69.4,0.5,1.4,31.6,0.2,0.7,25,0.3,0.6,43.5,0.1,0.2,57.1,0.6,1.4,42.1,7.6,11.6,65.4,1.1,3.2,35.4,0.9,2.4,37.4,1.3,3.3,40.5,2.2,5.1,42.9,3,8.6,35,66.1,33.9,53.2,4.4,36.1,16.5,10.8,13.6,48.7,60.7,39.3,73.7,26.3,64.8,35.2
33,9,4,5,25.5,12.8,4.8,7.7,62.3,0.0,0.0,0.0,3.2,5.3,60.4,2.7,6.6,9.2,0.4,1.8,0.8,0.4,3.8,26.4,3,0,-5.6,C,100.00%,4.2,8.7,48.7,49.2,-0.5,4,5.2,76.6,0.3,1.3,25,0.4,1.1,40,0,0,0,0,0,0,0,0,0,9.6,15,63.7,1.6,5,31.1,2.1,4.9,43.2,2.6,5.1,50,2.9,6.3,45.6,4,10.4,38.3,100.0,0.0,74.8,7.0,0.0,7.0,25.2,18.3,67.8,74.4,25.6,0.0,0.0,74.4,25.6
27,77,31,46,21.6,10.6,3.8,6.3,59.7,0.5,1.6,30.7,2.5,3.3,77.2,1.8,3.5,5.3,1.5,0.9,0.6,0.6,2.6,22.0,6,0,0.2,F-C,100.00%,4.4,9.9,44.5,46.4,-1.9,3.1,3.9,77.6,0.2,0.5,35.7,0,0.2,7.1,0,0.1,20,0,0.1,50,0.5,1.5,30.2,8.2,13.1,63.1,1.5,3.7,40.6,1.3,3.2,42,1.5,3.4,44.3,2.9,7.2,39.9,2.9,8.5,34.5,73.9,26.1,61.6,0.2,14.4,6.7,24.0,10.9,61.3,84.1,15.9,100.0,0.0,86.2,13.8
37,72,35,37,26.2,15.0,5.8,13.3,43.3,1.2,3.6,33.0,2.3,3.2,70.8,1.0,3.0,4.0,4.2,2.3,0.8,0.5,1.6,27.8,4,1,-0.9,G,100.00%,3.3,7.6,42.5,44.4,-1.9,2.3,3.7,62.1,1.2,2.8,43.3,1.1,3.2,33,0.4,0.8,46.6,0.1,0.2,30.8,0.8,2.6,29,9.2,16.1,57.4,1.7,4.3,39.9,1.6,3.7,43.4,1.7,3.8,45.3,3.3,8.7,37.9,3.5,10.8,32.1,72.8,27.2,60.9,14.0,23.8,9.4,15.2,13.8,46.9,33.3,66.7,54.7,45.3,37.7,62.3
20,9,4,5,4.4,2.1,1.0,2.4,40.9,0.1,1.1,10.0,0.0,0.2,0.0,0.1,0.4,0.6,0.2,0.4,0.2,0.0,0.1,3.3,0,0,1.1,G-F,100.00%,1.0,1.8,55.6,40.2,15.4,0.4,0.6,80,0.3,0.6,60,0.1,0.3,50,0,0.3,0,0,0.2,0,0.1,1,12.5,2,3.3,60,0,0.1,0,0,0.3,0,0.4,0.9,50,0.6,1.3,44.4,0.8,2.4,31.6,54.5,45.5,84.2,10.5,15.8,0.0,0.0,0.0,73.7,75.0,25.0,100.0,0.0,77.8,22.2
30,53,21,32,27.6,11.9,4.8,10.0,48.1,1.4,3.3,43.2,0.8,1.1,76.3,0.7,1.7,2.4,1.9,1.1,0.8,0.2,2.1,19.3,0,0,0.2,G,100.00%,3.7,7.6,48.5,44.9,3.6,1.6,2.6,61.6,1.3,2.8,47.3,0.5,1.4,36.1,0.3,0.7,40,0.1,0.5,21.7,1.1,2.2,48.3,12,19.3,62.2,2.1,5.1,41.3,1.6,4.1,39.3,1.5,4.3,35.8,3.5,8.4,41.3,4,11.5,34.4,66.9,33.1,56.9,8.2,36.0,17.9,7.1,13.4,48.7,69.4,30.6,92.1,7.9,76.2,23.8
30,81,42,39,17.9,5.8,2.3,3.7,61.6,0.0,0.0,0.0,1.2,2.0,61.7,2.7,5.9,8.6,0.8,0.8,0.4,0.4,2.8,19.0,6,0,1.2,C,100.00%,4.5,8.8,51.1,48.2,2.8,2.2,3.3,66.7,0.1,0.4,28.6,0,0,0,0,0,0,0,0,0,0,0,0,6.2,10.2,60.5,1.4,3.3,41.3,1.7,3.6,46.4,1.3,3.4,37.4,1.5,5.1,30.3,2.1,6.6,31.8,99.3,0.7,78.8,0.0,0.0,1.5,21.2,12.1,78.8,60.2,39.8,0.0,0.0,60.2,39.8
23,23,14,9,9.1,2.9,1.0,2.8,34.4,0.3,1.2,25.9,0.7,1.0,62.5,0.4,0.7,1.0,0.4,0.4,0.5,0.2,1.1,6.6,0,0,-1.4,G,100.00%,1.8,4.4,40.0,44.8,-4.8,0.5,1.2,38.5,0.1,0.2,75,0.1,0.3,28.6,0.2,0.5,33.3,0.1,0.2,50,0.2,0.8,21.1,3.9,6.4,60.1,0.5,1.5,30,0.5,1.3,37.5,0.4,1.4,26.9,1.2,3.1,39.7,1.4,4.2,33.7,57.8,42.2,45.5,6.1,31.8,13.6,22.7,21.2,39.4,60.0,40.0,85.7,14.3,68.2,31.8
32,51,35,16,6.3,2.3,1.0,1.4,69.4,0.0,0.0,0.0,0.4,0.6,63.3,0.5,1.2,1.8,0.5,0.3,0.2,0.6,0.7,7.4,1,0,-1.0,C-F,100.00%,1.7,3.7,46.0,45.1,0.9,0.8,1,78,0.2,0.4,55,0,0,0,0,0,0,0,0,0,0,0,0,2.8,4.7,58.7,0.8,1.6,52.1,0.6,1.1,51.1,0.3,0.8,41.7,0.7,2,36.5,0.8,2.4,33,100.0,0.0,84.0,0.0,0.0,2.5,16.0,13.4,84.0,72.0,28.0,0.0,0.0,72.0,28.0
25,42,18,24,29.8,10.6,4.3,9.8,43.4,0.8,2.5,31.4,1.3,1.8,74.3,1.2,4.1,5.2,7.6,2.7,1.0,0.4,1.9,30.0,10,6,-1.6,G,100.00%,5.1,11.3,44.9,44.2,0.7,2.5,4.7,52,0.9,2.3,38.8,0.1,0.3,50,0,0,0,0,0.1,16.7,0.7,2.3,32.3,13.6,21.5,63.5,2.3,6.2,37.1,2,4.6,44.8,1.6,3.9,41.5,3.9,9.7,40,4.7,12.5,38,74.5,25.5,65.5,2.2,22.2,14.1,12.3,15.0,63.2,34.9,65.1,84.8,15.2,44.1,55.9
21,53,7,46,18.1,5.7,2.2,5.5,39.3,0.7,2.5,29.5,0.7,0.9,78.7,0.2,1.6,1.8,2.4,1.3,0.6,0.1,2.1,12.5,0,0,-4.0,G,100.00%,2.8,6.0,47.4,44.3,3.1,0.9,1.5,60.5,0.3,0.8,32.6,0.2,0.7,35.3,0,0.2,25,0,0.2,28.6,0.7,2.2,30.2,8.1,13.3,61.1,1.3,3.2,41.2,1.1,2.4,45,0.9,2.3,36.5,2,4.8,41.6,2.4,6.3,37.6,54.5,45.5,49.3,7.9,38.5,13.5,12.2,15.5,41.4,45.3,54.7,79.5,20.5,57.0,43.0
22,3,0,3,7.6,3.3,1.3,2.3,57.1,0.0,0.0,0.0,0.7,1.3,50.0,1.0,1.3,2.3,0.7,0.7,1.0,0.0,1.3,9.5,0,0,1.3,F,100.00%,3.3,5.0,66.7,45.7,20.9,1.3,2.3,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,4.7,71.4,1,1.5,66.7,0.7,1,66.7,0.3,0.7,50,0.7,2.7,25,1.3,2.3,57.1,100.0,0.0,80.0,0.0,0.0,10.0,20.0,50.0,80.0,75.0,25.0,0.0,0.0,75.0,25.0
23,59,13,46,27.2,14.8,5.6,12.5,44.6,1.2,3.6,32.9,2.4,3.2,77.4,0.6,2.8,3.3,3.9,2.4,0.7,0.3,1.7,25.4,1,0,-6.1,G,100.00%,4.0,9.1,44.0,45.4,-1.4,2.3,4.3,52.3,1,2.2,46.9,1.1,2.5,45.9,0.1,0.3,47.1,0.1,0.3,31.6,0.9,2.9,31.4,12.3,19.6,62.4,1.8,4.4,39.7,1.6,3.9,41.4,1.9,4.1,46.5,3.2,8.5,37.4,3.9,10.6,37.3,71.6,28.4,59.8,15.1,23.7,13.3,16.5,14.2,44.7,22.6,77.4,85.5,14.5,35.8,64.2
27,67,28,39,24.5,13.7,5.6,10.2,54.9,0.1,0.5,29.4,2.3,2.9,78.7,3.8,6.0,9.8,1.7,1.8,0.5,0.4,2.5,28.9,32,0,-2.8,C,100.00%,5.8,11.1,52.7,48.7,4.0,4.6,7.2,64,0.6,1.7,36.8,0.2,0.8,27.5,0,0,0,0,0,100,0.1,0.5,27.3,10.6,16.6,64.1,1.6,3.8,43.1,1.5,3.6,41.4,1.7,4,42.1,2.6,7,37.3,3.4,9.4,36.7,95.0,5.0,79.8,3.1,3.3,5.4,16.9,11.3,76.7,49.9,50.1,90.0,10.0,50.9,49.1
29,78,59,19,29.1,15.9,6.0,12.4,48.4,1.6,4.8,32.9,2.3,3.0,75.0,1.1,3.6,4.6,5.5,2.1,1.5,0.4,2.0,33.2,8,1,7.2,G,100.00%,4.1,9.8,41.8,44.5,-2.7,3.6,5.3,68.4,0.5,1.5,35.3,0.3,0.8,33.3,0.1,0.3,19,0.2,0.5,32.4,1.4,4.1,33.9,9.1,16.5,55.3,2.1,5.3,39.2,2.5,6.4,39.4,2.5,5.8,43,3.1,7.6,41.2,5.3,14.6,36,61.2,38.8,55.8,3.4,30.0,21.2,14.3,20.1,52.4,32.9,67.1,58.9,41.1,39.8,60.2
30,68,44,24,31.7,16.2,5.6,13.8,40.9,3.2,8.8,36.0,1.8,2.2,78.3,0.3,1.9,2.2,1.9,1.3,0.6,0.4,2.1,23.4,0,0,5.1,G,100.00%,3.4,7.7,44.4,45.2,-0.8,2,3.2,62.7,0.3,1.4,22.4,0.1,0.3,40,0.2,0.4,42.3,0.3,0.7,36.7,2.8,7.7,35.6,13.6,21.2,64.1,2.7,6.7,39.7,1.6,4.5,37,1.4,3.5,39.6,3.4,9.2,37.2,3.9,11.9,32.8,36.0,64.0,30.5,1.5,58.7,11.6,10.8,13.3,29.0,43.5,56.5,87.5,12.5,68.2,31.8
27,5,3,2,8.6,1.4,0.6,1.4,42.9,0.2,0.2,100.0,0.0,0.0,0.0,0.8,3.2,4.0,0.8,1.0,0.2,0.2,1.8,7.6,0,0,-3.4,F-C,100.00%,2.0,3.8,53.3,44.5,8.9,0.2,0.8,25,0.2,0.4,50,0,0,0,0,0,0,0,0,0,0.2,0.2,100,4.2,6.6,63.6,0.3,1.8,14.3,0.4,0.6,66.7,0.4,1,40,0.4,2.6,15.4,0.6,3,20,85.7,14.3,57.1,0.0,42.9,0.0,0.0,28.6,57.1,0.0,100.0,100.0,0.0,33.3,66.7
32,67,49,18,18.4,6.8,2.5,5.7,43.8,0.9,2.4,36.3,0.9,1.1,82.4,1.4,3.1,4.5,0.8,0.7,0.5,0.3,2.6,14.9,3,0,3.6,F,100.00%,3.9,7.8,49.8,47.5,2.4,1.3,2.2,60,0.1,0.5,22.2,0.2,0.6,35,0.1,0.3,22.2,0.2,0.4,41.7,0.7,1.7,37.6,5.9,10.3,57.1,1.3,2.9,45.6,1.4,3.4,40.3,1.5,3.7,40.5,1.7,4.8,35.3,3.4,9.3,36.3,58.0,42.0,48.1,6.2,38.4,12.8,13.5,13.5,41.9,69.7,30.3,100.0,0.0,80.2,19.8
26,81,42,39,31.5,15.1,5.8,13.2,43.8,1.9,5.6,34.0,1.7,2.1,80.6,0.5,2.7,3.2,3.6,1.9,0.9,0.1,2.8,25.6,1,0,1.2,G-F,100.00%,4.9,10.6,46.5,44.9,1.6,2.1,3.3,62.8,0.8,2.1,40.7,1,2.3,42.1,0.3,0.8,42.2,0.1,0.2,31.6,1.5,4.5,33.2,12.2,19.7,61.8,2.7,6.3,43.2,2.2,5.2,42.9,2.5,5.4,47.2,2.8,7.4,37.8,4.4,13,33.5,57.9,42.1,51.4,12.7,37.4,11.3,11.2,14.0,38.7,50.8,49.2,85.6,14.4,62.2,37.8
30,73,47,26,22.0,6.8,2.8,6.1,46.0,0.2,0.7,21.2,1.0,1.5,70.8,0.5,4.0,4.5,3.9,1.6,0.5,0.2,1.5,18.5,3,2,0.4,G-F,100.00%,3.9,9.0,43.2,44.7,-1.5,1.3,2,61.7,0.6,1.6,37.1,0.8,1.7,46,0,0.2,20,0,0.1,25,0.1,0.5,20.6,8.2,13.9,59.2,1.4,3.3,42.6,1.5,3.5,43.8,1.8,4.6,40.4,2.8,7.4,37.2,2.7,7.8,34.6,88.3,11.7,78.1,23.5,6.7,6.5,15.2,8.5,54.7,30.6,69.4,100.0,0.0,34.3,65.7
21,61,22,39,19.2,8.1,3.2,7.3,43.4,0.9,2.8,31.4,0.9,1.2,74.0,0.4,1.8,2.2,1.1,0.8,0.4,0.0,1.5,13.0,0,0,-2.2,G,100.00%,3.2,6.4,50.0,44.5,5.5,1.7,2.7,63,0.4,1,37.7,0.3,0.9,29.1,0.2,0.7,23.7,0.3,0.7,38.2,0.5,1.6,32,8.9,14.1,62.8,1.5,4,38.5,1.2,3,40,1,2.6,38.4,2.3,6,38,3,8.3,36,62.2,37.8,57.0,6.5,32.1,21.6,10.9,15.4,50.5,63.8,36.2,88.7,11.3,70.6,29.4
26,47,22,25,16.1,8.6,2.9,6.3,46.3,1.1,3.0,36.0,1.7,2.3,73.8,0.8,2.6,3.5,1.3,0.9,0.3,0.3,1.4,15.4,2,0,0.9,F-C,100.00%,4.0,7.7,52.1,46.5,5.6,1.3,2,65.6,0.6,1.1,51,0.1,0.4,16.7,0,0.1,0,0,0.2,16.7,1.1,2.8,38.6,6.7,10.7,62.9,1,2.6,37.3,0.8,1.8,42,0.8,2.5,34.2,1.9,4.9,39.1,2.7,7,38.8,53.4,46.6,43.5,1.5,37.0,5.4,19.5,13.6,42.0,71.6,28.4,100.0,0.0,81.9,18.1
25,38,16,22,11.5,5.1,1.9,4.4,42.0,0.4,1.7,21.9,1.0,1.5,68.4,0.2,1.0,1.1,2.2,0.9,0.4,0.1,0.9,10.4,0,0,-3.8,G,100.00%,1.7,4.1,42.8,43.1,-0.4,0.8,1.3,62,0.4,0.8,46.7,0.3,0.7,48,0,0.1,0,0,0.1,25,0.4,1.6,22.4,4.7,7.3,65,1.1,2.4,46.5,0.6,1.5,43.1,0.6,1.5,40,1.7,4.2,41.6,2.2,5.3,40.9,62.1,37.9,58.5,12.3,21.5,21.5,20.0,13.8,46.2,29.8,70.2,28.6,71.4,29.6,70.4
20,43,9,34,21.0,5.7,2.2,6.6,33.7,0.8,2.7,28.7,0.5,0.7,76.7,0.3,1.7,2.0,2.8,1.3,0.7,0.3,2.4,14.1,0,0,-4.3,G,100.00%,3.3,7.1,46.1,45.1,1.1,0.5,1.1,46.8,0.5,1.3,34.5,0.5,1.5,33.3,0.1,0.3,36.4,0.1,0.4,15.4,0.6,2.1,29.2,9.3,14.5,64.1,1.2,3.4,34.5,1.1,3.2,36,1,2.6,36.4,2.4,6.5,37.5,2.9,8.2,35.6,59.2,40.8,50.4,16.3,40.2,6.9,9.3,11.4,34.1,29.0,71.0,72.7,27.3,44.2,55.8
25,64,46,18,27.5,11.0,3.8,9.4,41.0,1.8,4.6,37.8,1.5,1.8,84.3,0.3,2.3,2.6,4.8,1.3,0.9,0.3,1.7,23.6,1,0,4.7,G,100.00%,4.3,9.3,46.9,44.4,2.5,1.4,2.6,51.8,0.2,0.7,24.4,0.6,1.4,39.6,0.2,0.4,42.9,0.2,0.4,53.6,1.3,3.7,35.6,10.5,17.8,58.9,1.9,5.1,37,2.1,4.8,43.8,1.7,4.5,38.7,3,7.8,38.3,3.1,10,30.9,50.7,49.3,38.2,10.3,47.9,19.3,13.8,14.1,28.0,28.4,71.6,75.9,24.1,50.0,50.0
21,48,30,18,14.2,5.8,2.0,5.1,40.0,1.0,3.0,32.6,0.8,0.9,81.8,0.3,1.9,2.2,1.1,0.5,0.6,0.0,1.3,11.5,0,0,1.3,G-F,100.00%,2.6,5.4,48.7,44.5,4.2,0.7,1,68.1,0.3,0.7,37.1,0.1,0.4,33.3,0.1,0.2,40,0.2,0.6,38.1,0.8,2.4,31.9,5.4,8.8,61.7,1.2,3.1,39.4,1,2.5,37.8,0.8,2.3,34.3,1.4,3.5,39.2,2.1,5.8,36.9,41.2,58.8,36.6,4.3,50.5,19.0,12.9,21.5,32.3,64.7,35.3,97.9,2.1,80.6,19.4
33,75,37,38,27.2,7.8,2.8,6.6,42.2,1.2,3.5,34.1,1.1,1.4,74.8,0.4,2.5,2.9,1.4,0.9,1.0,0.4,2.7,16.7,0,0,-1.1,G-F,100.00%,4.5,9.6,46.5,45.0,1.4,1.1,1.7,66.1,0.2,0.6,33.3,0.3,0.8,34.9,0.4,0.9,41,0.2,0.7,34.7,0.6,2.1,31.2,9.9,16.9,58.5,1.7,4.2,40.1,1.7,3.7,46.1,1.3,3.7,35.6,3.4,8,42.9,3.3,10.1,33,46.5,53.5,40.3,7.5,46.1,24.1,13.7,24.9,32.8,63.6,36.4,93.3,6.7,76.4,23.6
24,51,33,18,12.6,2.9,1.0,3.0,33.1,0.8,2.7,29.7,0.1,0.1,100.0,0.5,1.8,2.3,0.4,0.1,0.4,0.5,0.9,8.7,0,0,0.5,F,100.00%,2.9,5.7,50.6,45.9,4.6,0.2,0.2,80,0,0.1,33.3,0,0,0,0.1,0.5,16.7,0.1,0.6,17.4,0.7,1.9,35.1,6.2,9.9,63.1,1,2.4,40.4,0.9,2,42,0.7,1.9,34.7,1,3,33.6,1.5,4.5,34.2,8.6,91.4,12.2,0.0,83.1,8.1,4.7,13.5,12.2,55.6,44.4,92.7,7.3,86.0,14.0
